Date,Time,Home,HG,HxGt,HxGp,Away,AG,AxGt,AxGp,GD,xGDt,xGDp,Final,HxPts,AxPts
6/22/24,17:30 PDT,NSH,1,0.9,0.9,NYC,0,1.25,1.27,1,-0.34,-0.37,1,1.07,1.62
6/22/24,17:30 PDT,STL,1,1.45,1.45,ATL,1,2.01,2.01,0,-0.56,-0.56,0,0.93,1.8
6/22/24,17:30 PDT,MIN,0,0.77,0.77,ATX,1,0.54,0.54,-1,0.24,0.24,-1,1.57,1.06
6/22/24,16:30 PDT,NYRB,3,1.44,1.44,TOR,0,0.26,0.26,3,1.18,1.18,3,2.45,0.34
6/22/24,16:30 PDT,CLB,4,2.21,2.53,SKC,0,0.45,0.45,4,1.76,2.08,4,2.64,0.23
6/22/24,16:30 PDT,CIN,1,1.55,1.56,NER,2,0.68,0.68,-1,0.87,0.87,-1,2.06,0.68
6/22/24,16:30 PDT,ORL,4,1.84,1.87,CHI,2,3.23,3.45,2,-1.4,-1.58,2,0.58,2.23
6/22/24,16:30 PDT,PHI,0,0.9,0.9,CLT,2,3.03,3.03,-2,-2.12,-2.12,-2,0.28,2.61
6/22/24,16:30 PDT,DCU,1,1.76,1.76,HOU,4,2.04,2.09,-3,-0.28,-0.33,-3,1.12,1.6
6/19/24,19:30 PDT,LAG,2,1.65,1.77,NYC,0,0.97,0.98,2,0.67,0.79,2,1.84,0.92
6/19/24,19:30 PDT,SJE,1,1.14,1.15,POR,2,2.09,2.1,-1,-0.95,-0.95,-1,0.67,2.11
6/19/24,17:30 PDT,FCD,5,1.76,1.76,MIN,3,2.16,2.22,2,-0.4,-0.46,2,1.04,1.74
6/19/24,17:30 PDT,HOU,2,2.03,2.06,SEA,2,1.15,1.26,0,0.88,0.79,0,1.94,0.84
6/19/24,17:30 PDT,STL,0,1.81,1.94,COL,3,3.09,3.09,-3,-1.28,-1.15,-3,0.57,2.27
6/19/24,17:30 PDT,ATX,1,0.25,0.25,LAFC,1,1.55,1.56,0,-1.3,-1.31,0,0.26,2.59
6/19/24,17:30 PDT,SKC,3,2.92,2.94,RSL,4,2.64,2.67,-1,0.28,0.27,-1,1.57,1.22
6/19/24,16:45 PDT,CIN,4,2.98,2.98,PHI,3,1.3,1.31,1,1.68,1.68,1,2.42,0.44
6/19/24,16:30 PDT,MIA,2,1.31,1.43,CLB,1,2.08,2.09,1,-0.77,-0.66,1,0.93,1.86
6/19/24,16:30 PDT,DCU,0,1.37,1.37,ATL,1,1.04,1.04,-1,0.33,0.33,-1,1.6,1.12
6/19/24,16:30 PDT,TOR,1,2.06,2.2,NSH,2,0.85,0.86,-1,1.21,1.34,-1,2.25,0.56
6/19/24,16:30 PDT,MTL,2,1.86,1.99,NYRB,2,2.43,2.45,0,-0.57,-0.46,0,1.1,1.66
6/19/24,16:30 PDT,CLT,2,1.21,1.21,ORL,2,2.03,2.03,0,-0.82,-0.83,0,0.82,1.98
6/15/24,19:30 PDT,SJE,2,1.98,2,CIN,4,2.36,2.37,-2,-0.38,-0.37,-2,1.17,1.63
6/15/24,19:30 PDT,SEA,2,1.49,1.49,MIN,0,0.27,0.27,2,1.21,1.21,2,2.36,0.4
6/15/24,19:30 PDT,LAG,4,2.16,2.32,SKC,2,2.55,2.55,2,-0.39,-0.23,2,1.21,1.59
6/15/24,18:30 PDT,COL,2,1.3,1.33,ATX,0,0.61,0.61,2,0.69,0.71,2,1.9,0.82
6/15/24,17:30 PDT,FCD,2,1.37,1.37,STL,0,1.29,1.3,2,0.08,0.07,2,1.48,1.25
6/15/24,16:30 PDT,NYRB,0,1.74,1.76,NSH,0,0.33,0.33,0,1.41,1.43,0,2.46,0.36
6/15/24,16:30 PDT,ATL,2,2.04,2.22,HOU,2,1.2,1.21,0,0.84,1.01,0,2.01,0.76
6/15/24,16:30 PDT,NER,3,1.28,1.3,VAN,2,0.8,0.8,1,0.49,0.5,1,1.76,0.93
6/15/24,16:30 PDT,PHI,1,1.69,1.69,MIA,2,1.55,1.55,-1,0.14,0.14,-1,1.51,1.24
6/15/24,16:30 PDT,ORL,1,2.05,2.16,LAFC,3,1.91,1.91,-2,0.14,0.25,-2,1.42,1.3
6/15/24,16:30 PDT,CLT,1,1.68,1.68,DCU,0,0.3,0.3,1,1.38,1.38,1,2.43,0.37
6/15/24,16:30 PDT,TOR,1,0.85,0.85,CHI,4,1.64,1.65,-3,-0.79,-0.8,-3,0.81,1.94
6/15/24,16:30 PDT,MTL,0,1.07,1.07,RSL,0,1.36,1.4,0,-0.29,-0.33,0,1.22,1.56
6/14/24,17:40 PDT,NYC,2,1.88,1.88,CLB,3,4.12,4.2,-1,-2.24,-2.32,-1,0.28,2.63
6/8/24,17:30 PDT,MIN,1,0.62,0.63,FCD,1,0.42,0.43,0,0.19,0.2,0,1.52,1.03
6/8/24,17:30 PDT,SKC,2,0.83,0.83,SEA,1,1.21,1.21,1,-0.37,-0.37,1,1.01,1.71
6/8/24,17:30 PDT,STL,0,1.23,1.25,POR,0,0.43,0.43,0,0.79,0.82,0,2.08,0.62
6/8/24,16:30 PDT,NER,1,0.78,0.78,NYRB,0,1.01,1.02,1,-0.23,-0.24,1,1.18,1.49
6/2/24,13:45 PDT,ATL,2,2.07,2.07,CLT,2,0.9,0.9,0,1.17,1.17,-1,2.21,0.58
6/1/24,19:30 PDT,VAN,2,1.54,1.58,COL,1,1.54,1.54,1,-0.01,0.04,1,1.32,1.38
6/1/24,19:30 PDT,POR,2,1.39,1.39,HOU,2,0.66,0.66,0,0.73,0.73,0,2.01,0.71
6/1/24,19:30 PDT,LAFC,1,1.31,1.32,FCD,0,0.44,0.44,1,0.87,0.88,1,2.13,0.58
6/1/24,18:30 PDT,RSL,5,3.19,3.22,ATX,1,1.24,1.24,4,1.95,1.97,4,2.63,0.25
6/1/24,17:30 PDT,CHI,2,1.01,1.01,LAG,1,1.7,1.71,1,-0.68,-0.7,1,0.83,1.89
6/1/24,17:30 PDT,MIN,3,1.42,1.42,SKC,1,0.56,0.56,2,0.86,0.86,2,2.03,0.69
6/1/24,17:30 PDT,NSH,1,3.47,4.17,NER,2,0.6,0.6,-1,2.88,3.57,-1,2.86,0.09
6/1/24,16:30 PDT,DCU,2,2.52,2.57,TOR,2,0.68,0.7,0,1.84,1.87,0,2.64,0.24
6/1/24,16:30 PDT,NYRB,1,0.7,0.71,ORL,0,0.41,0.41,1,0.29,0.29,1,1.59,0.99
6/1/24,16:30 PDT,MIA,3,2.37,2.37,STL,2,2.14,2.14,1,0.23,0.23,0,1.63,1.16
6/1/24,16:30 PDT,PHI,2,2.24,2.35,MTL,2,1.03,1.16,0,1.21,1.19,0,2.24,0.53
5/31/24,16:30 PDT,NYC,5,2.46,2.5,SJE,1,1.41,1.41,4,1.05,1.1,4,2.07,0.72
5/29/24,19:45 PDT,LAFC,2,2.4,2.43,MIN,0,0.21,0.21,2,2.19,2.21,2,2.83,0.1
5/29/24,19:30 PDT,SEA,1,0.87,0.87,RSL,1,1.63,1.74,0,-0.76,-0.87,0,0.73,2
5/29/24,19:30 PDT,LAG,3,3.53,3.54,FCD,1,0.74,0.74,2,2.79,2.8,2,2.85,0.1
5/29/24,17:30 PDT,ATX,0,2.39,2.39,POR,2,1.51,1.51,-2,0.87,0.87,-2,2.05,0.71
5/29/24,17:30 PDT,CHI,1,1.54,1.55,ORL,1,1.18,1.38,0,0.36,0.17,0,1.66,1.06
5/29/24,17:30 PDT,HOU,3,1.77,1.77,COL,1,2.03,2.03,2,-0.25,-0.26,2,1.18,1.56
5/29/24,17:30 PDT,SKC,1,1.23,1.23,VAN,2,1.54,1.57,-1,-0.32,-0.34,-1,1.2,1.53
5/29/24,16:30 PDT,MTL,4,2.31,2.31,DCU,2,1.39,1.4,2,0.93,0.91,2,2.08,0.72
5/29/24,16:30 PDT,PHI,0,0.56,0.56,TOR,0,1.11,1.11,0,-0.54,-0.54,0,0.92,1.77
5/29/24,16:30 PDT,CIN,0,1.96,2.03,NSH,2,1.08,1.08,-2,0.87,0.94,-2,1.97,0.82
5/29/24,16:30 PDT,MIA,1,0.93,0.93,ATL,3,3.54,3.63,-2,-2.61,-2.7,-2,0.19,2.74
5/29/24,16:30 PDT,NYRB,3,1.21,1.21,CLT,1,1.12,1.12,2,0.08,0.08,2,1.42,1.28
5/25/24,19:30 PDT,SJE,1,2.97,3.21,ATX,1,0.72,0.72,0,2.25,2.49,0,2.68,0.22
5/25/24,19:30 PDT,LAG,2,1,1,HOU,1,1.57,1.61,1,-0.58,-0.61,1,0.94,1.79
5/25/24,19:30 PDT,VAN,1,2.03,2.04,MIA,2,1.47,1.47,-1,0.57,0.58,-1,1.85,0.9
5/25/24,19:30 PDT,POR,2,1.83,1.85,SKC,1,0.34,0.34,1,1.48,1.5,1,2.58,0.28
5/25/24,18:30 PDT,COL,3,3.03,3.29,MIN,3,1.87,1.88,0,1.16,1.41,0,2.1,0.71
5/25/24,17:30 PDT,FCD,3,1.27,1.27,RSL,3,3.23,3.41,0,-1.96,-2.15,0,0.44,2.43
5/25/24,17:30 PDT,STL,1,1.48,1.52,SEA,1,1.05,1.05,0,0.43,0.47,-1,1.67,1.06
5/25/24,16:30 PDT,MTL,0,1.22,1.23,NSH,0,0.67,0.67,0,0.55,0.56,0,1.84,0.86
5/25/24,16:30 PDT,NER,0,0.9,0.9,NYC,1,1.91,1.91,-1,-1.01,-1.01,-1,0.69,2.1
5/25/24,16:30 PDT,DCU,1,1.44,1.44,CHI,1,1.35,1.35,0,0.09,0.09,0,1.5,1.23
5/25/24,16:30 PDT,ATL,0,1.36,1.39,LAFC,1,1,1.01,-1,0.36,0.38,-1,1.63,1.11
5/25/24,16:30 PDT,TOR,2,1.38,1.38,CIN,4,1.36,1.38,-2,0.02,-0.01,-1,1.36,1.33
5/25/24,16:30 PDT,ORL,0,1.08,1.08,CLB,2,1.78,1.78,-2,-0.69,-0.69,-2,0.8,1.94
5/25/24,16:30 PDT,CLT,0,1.27,1.27,PHI,0,0.94,0.95,0,0.33,0.32,0,1.61,1.12
5/18/24,19:30 PDT,SJE,0,0.56,0.56,ORL,1,1.56,1.69,-1,-1.01,-1.13,-1,0.51,2.26
5/18/24,19:30 PDT,SEA,1,0.93,1.04,VAN,1,1.01,1.03,0,-0.08,0.01,0,1.19,1.45
5/18/24,18:30 PDT,RSL,5,2.58,2.61,COL,3,2.56,2.95,2,0.03,-0.34,2,1.45,1.35
5/18/24,17:30 PDT,MIN,2,2.56,2.6,POR,1,1.5,1.51,1,1.06,1.08,1,2.12,0.68
5/18/24,17:30 PDT,HOU,1,0.85,0.85,FCD,1,0.93,0.93,0,-0.08,-0.08,0,1.2,1.46
5/18/24,17:30 PDT,ATX,3,2.4,2.48,SKC,2,1.2,1.21,1,1.2,1.27,1,2.2,0.64
5/18/24,17:30 PDT,CHI,1,1.55,1.65,CLB,3,1.44,1.45,-2,0.11,0.2,-2,1.48,1.23
5/18/24,17:05 PDT,MIA,1,0.72,0.72,DCU,0,1.22,1.22,1,-0.5,-0.5,1,0.91,1.79
5/18/24,16:30 PDT,NER,0,1.43,1.52,PHI,3,2.06,2.13,-3,-0.62,-0.61,-3,0.94,1.82
5/18/24,16:30 PDT,TOR,5,3.13,3.13,MTL,1,2.22,2.22,4,0.91,0.91,4,1.89,0.92
5/18/24,16:30 PDT,CIN,3,2.91,2.91,STL,0,0.65,0.65,3,2.26,2.26,2,2.78,0.15
5/18/24,16:30 PDT,CLT,0,1,1.03,LAG,0,1.33,1.33,0,-0.32,-0.3,0,1.15,1.57
5/18/24,16:30 PDT,NYC,2,1.8,1.82,NYRB,1,1.07,1.09,1,0.73,0.73,1,2.01,0.78
5/18/24,10:45 PDT,NSH,1,1.51,1.53,ATL,1,0.43,0.44,0,1.08,1.1,0,2.39,0.39
5/15/24,19:30 PDT,POR,4,3.19,3.29,SJE,2,1.77,1.83,2,1.42,1.46,2,2.31,0.52
5/15/24,18:30 PDT,COL,1,2.33,2.55,VAN,0,0.91,0.91,1,1.42,1.63,1,2.38,0.43
5/15/24,18:30 PDT,RSL,2,2.2,2.26,SEA,0,0.78,0.82,2,1.43,1.44,2,2.35,0.49
5/15/24,17:30 PDT,NSH,2,1.32,1.32,TOR,0,0.61,0.65,2,0.7,0.67,2,2.16,0.6
5/15/24,17:30 PDT,ATX,1,1.92,1.99,HOU,0,1.5,1.5,1,0.41,0.49,1,1.7,1.05
5/15/24,17:30 PDT,CHI,0,1.26,1.26,CLT,1,0.49,0.49,-1,0.77,0.78,-1,1.98,0.73
5/15/24,17:30 PDT,STL,0,1.31,1.31,LAFC,2,1.38,1.39,-2,-0.07,-0.08,-2,1.27,1.41
5/15/24,17:30 PDT,MIN,2,1.95,1.97,LAG,2,1.08,1.08,0,0.87,0.89,0,1.94,0.81
5/15/24,16:30 PDT,DCU,1,3.03,3.13,NYRB,4,1.99,1.99,-3,1.03,1.14,-3,2.07,0.74
5/15/24,16:30 PDT,CIN,1,1.2,1.24,ATL,0,0.48,0.49,1,0.72,0.75,1,1.97,0.74
5/15/24,16:30 PDT,MTL,1,1.45,1.45,CLB,3,1.81,1.89,-2,-0.36,-0.44,-2,1.03,1.68
5/15/24,16:30 PDT,ORL,0,0.71,0.71,MIA,0,0.87,0.87,0,-0.16,-0.16,0,1.2,1.45
5/15/24,16:30 PDT,PHI,1,1.86,1.9,NYC,2,1.61,1.64,-1,0.25,0.25,-1,1.52,1.21
5/12/24,13:45 PDT,POR,1,0.64,0.64,SEA,2,0.42,0.42,-1,0.22,0.22,-1,1.54,1.03
5/11/24,19:30 PDT,LAFC,3,3.2,3.2,VAN,0,0.66,0.67,3,2.53,2.54,3,2.87,0.09
5/11/24,19:30 PDT,LAG,2,2.42,2.45,RSL,2,1.05,1.05,0,1.37,1.4,0,2.33,0.51
5/11/24,18:30 PDT,COL,2,2.57,2.57,SJE,3,0.96,0.97,-1,1.61,1.61,-1,2.43,0.42
5/11/24,17:30 PDT,STL,3,2.21,2.22,CHI,1,1.55,1.57,2,0.66,0.65,2,1.84,0.95
5/11/24,17:30 PDT,SKC,1,1,1.01,HOU,2,1.19,1.19,-1,-0.19,-0.18,-1,1.19,1.52
5/11/24,17:30 PDT,FCD,2,1.77,1.85,ATX,1,2.16,2.2,1,-0.39,-0.35,1,1.06,1.69
5/11/24,16:45 PDT,CLB,1,0.92,0.93,CIN,2,1.82,1.82,-1,-0.9,-0.88,-1,0.67,2.09
5/11/24,16:30 PDT,ATL,1,1.36,1.37,DCU,3,2.07,2.07,-2,-0.7,-0.7,-1,0.86,1.9
5/11/24,16:30 PDT,TOR,2,1.64,1.68,NYC,3,1.96,1.99,-1,-0.33,-0.3,-1,1.14,1.61
5/11/24,16:30 PDT,CLT,1,0.58,0.58,NSH,0,0.17,0.17,1,0.41,0.41,1,1.71,0.79
5/11/24,16:30 PDT,MTL,2,1.19,1.19,MIA,3,1.25,1.25,-1,-0.06,-0.06,-1,1.3,1.39
5/11/24,16:30 PDT,PHI,2,4.27,4.32,ORL,3,1.51,1.53,-1,2.76,2.8,-1,2.73,0.2
5/11/24,16:30 PDT,NYRB,4,2.66,2.66,NER,2,1,1,2,1.66,1.66,2,2.52,0.36
5/5/24,15:45 PDT,SEA,0,1.72,1.73,LAG,0,0.68,0.69,0,1.04,1.05,0,2.15,0.62
5/5/24,13:00 PDT,NYC,0,1.27,1.27,COL,2,0.76,0.76,-2,0.51,0.51,-2,1.78,0.92
5/4/24,19:30 PDT,VAN,0,1.35,1.35,ATX,0,0.22,0.22,0,1.13,1.13,0,2.35,0.41
5/4/24,18:30 PDT,RSL,1,0.77,0.77,SKC,0,0.41,0.41,1,0.36,0.36,1,1.59,1
5/4/24,18:25 PDT,CHI,0,1.51,1.52,NER,1,0.76,0.76,-1,0.75,0.76,-1,1.91,0.84
5/4/24,17:30 PDT,HOU,0,1.33,1.34,STL,0,1.27,1.28,0,0.06,0.06,0,1.39,1.32
5/4/24,17:30 PDT,NSH,4,2.73,2.81,MTL,0,1.1,1.1,4,1.64,1.7,3,2.44,0.41
5/4/24,16:30 PDT,ORL,0,0.78,0.79,CIN,1,1.01,1.01,-1,-0.23,-0.23,-1,1.07,1.56
5/4/24,16:30 PDT,DCU,2,0.78,0.78,PHI,2,0.71,0.71,0,0.07,0.07,0,1.45,1.18
5/4/24,16:30 PDT,MIA,6,2.88,2.89,NYRB,2,1.6,1.63,4,1.28,1.26,4,2.17,0.66
5/4/24,16:30 PDT,TOR,3,2.41,2.41,FCD,1,0.5,0.5,2,1.91,1.91,2,2.72,0.19
5/4/24,16:30 PDT,ATL,1,2.09,2.09,MIN,2,0.51,0.51,-1,1.58,1.58,-1,2.5,0.33
5/4/24,16:30 PDT,CLT,2,1.34,1.34,POR,0,0.66,0.66,2,0.69,0.69,2,1.87,0.83
5/4/24,16:30 PDT,SJE,2,1.16,1.16,LAFC,1,1.05,1.05,1,0.11,0.11,2,1.5,1.2
4/30/24,16:30 PDT,PHI,2,1.09,1.09,SEA,3,2.64,2.65,-1,-1.55,-1.55,-1,0.47,2.36
4/27/24,19:30 PDT,LAFC,2,1.56,1.57,POR,2,1.05,1.15,0,0.51,0.42,1,1.66,1.08
4/27/24,17:30 PDT,MIN,2,1.78,1.78,SKC,1,1.18,1.18,1,0.59,0.59,1,1.86,0.87
4/27/24,17:30 PDT,CHI,0,0.73,0.73,ATL,0,1.24,1.24,0,-0.52,-0.52,0,0.94,1.78
4/27/24,17:30 PDT,NSH,1,1.17,1.19,SJE,1,1.12,1.12,0,0.05,0.07,0,1.33,1.37
4/27/24,17:30 PDT,FCD,2,2.23,2.24,HOU,0,0.12,0.12,2,2.11,2.11,2,2.77,0.13
4/27/24,16:30 PDT,CLB,0,1.55,1.56,MTL,0,0.64,0.64,0,0.91,0.92,0,2.18,0.63
4/27/24,16:30 PDT,DCU,2,1.91,1.91,SEA,1,0.99,1.04,1,0.93,0.88,1,2.16,0.61
4/27/24,16:30 PDT,NER,1,0.32,0.32,MIA,4,2.28,2.37,-3,-1.96,-2.04,-3,0.17,2.74
4/27/24,16:30 PDT,PHI,1,2.1,2.1,RSL,2,0.51,0.51,-1,1.59,1.59,-1,2.51,0.33
4/27/24,16:30 PDT,CIN,2,2.06,2.07,COL,1,0.81,0.83,1,1.26,1.24,1,2.19,0.61
4/27/24,16:30 PDT,ORL,1,0.69,0.69,TOR,2,1.94,2.13,-1,-1.25,-1.44,-1,0.49,2.3
4/27/24,16:30 PDT,NYRB,1,1.52,1.59,VAN,1,1.39,1.39,0,0.13,0.19,0,1.49,1.24
4/27/24,16:30 PDT,NYC,2,1.38,1.38,CLT,1,1.49,1.49,1,-0.12,-0.11,1,1.24,1.48
4/27/24,10:45 PDT,ATX,2,0.73,0.73,LAG,0,0.69,0.69,2,0.04,0.04,2,1.4,1.23
4/21/24,17:15 PDT,LAG,4,2.45,2.5,SJE,3,1.88,1.91,1,0.57,0.59,1,1.8,0.98
4/21/24,15:00 PDT,CLT,0,0.71,0.71,MIN,3,1.26,1.26,-3,-0.55,-0.56,-3,0.95,1.78
4/20/24,19:30 PDT,LAFC,2,1.68,1.68,NYRB,1,1.57,1.66,1,0.1,0.02,0,1.39,1.32
4/20/24,19:30 PDT,SEA,0,0.68,0.68,VAN,2,1.62,1.62,-2,-0.94,-0.94,-2,0.65,2.11
4/20/24,18:30 PDT,COL,0,1.76,1.76,FCD,1,0.84,0.84,-1,0.92,0.91,1,2.04,0.72
4/20/24,17:30 PDT,CHI,0,1.33,1.33,RSL,4,2.13,2.14,-4,-0.81,-0.82,-4,0.87,1.93
4/20/24,17:30 PDT,HOU,0,1.48,1.52,ATX,1,0.69,0.69,-1,0.79,0.82,-1,2,0.75
4/20/24,17:30 PDT,SKC,3,1.26,1.26,STL,3,1.84,1.86,0,-0.58,-0.59,0,0.91,1.8
4/20/24,16:30 PDT,MIA,3,1.98,2.07,NSH,0,2.05,2.2,3,-0.07,-0.13,2,1.34,1.41
4/20/24,16:30 PDT,MTL,2,0.93,0.94,ORL,2,1.69,1.69,0,-0.76,-0.75,0,0.65,2.08
4/20/24,16:30 PDT,CLB,2,1.54,1.57,POR,2,1.16,1.17,0,0.37,0.4,0,1.59,1.13
4/20/24,16:30 PDT,ATL,1,1.65,1.65,CIN,2,2.22,2.22,-1,-0.57,-0.57,-1,1.08,1.68
4/20/24,16:30 PDT,NYC,2,2.68,2.71,DCU,0,0.9,0.91,2,1.78,1.8,2,2.46,0.39
4/20/24,16:30 PDT,TOR,1,1.96,1.97,NER,0,1.36,1.37,1,0.61,0.6,1,1.92,0.85
4/14/24,13:45 PDT,STL,1,1.22,1.22,ATX,0,0.27,0.27,1,0.95,0.95,1,2.25,0.46
4/14/24,11:30 PDT,ATL,2,1.55,1.55,PHI,2,1,1.04,0,0.55,0.5,0,1.75,0.97
4/13/24,19:30 PDT,SJE,0,2.4,2.49,COL,3,2.14,2.41,-3,0.26,0.08,-3,1.54,1.23
4/13/24,19:30 PDT,VAN,1,1.97,1.97,LAG,3,2.07,2.16,-2,-0.1,-0.19,-2,1.29,1.48
4/13/24,18:30 PDT,RSL,0,1.59,1.59,CLB,0,0.74,0.74,0,0.85,0.85,0,2,0.74
4/13/24,17:30 PDT,FCD,0,0.53,0.53,SEA,0,0.69,0.69,0,-0.16,-0.16,0,1.1,1.5
4/13/24,17:30 PDT,SKC,2,0.8,0.8,MIA,3,1.34,1.34,-1,-0.55,-0.55,-1,0.87,1.87
4/13/24,17:30 PDT,MIN,1,2.47,2.57,HOU,1,0.35,0.35,0,2.12,2.22,-1,2.71,0.19
4/13/24,16:30 PDT,DCU,2,2.07,2.1,ORL,3,1.62,1.62,-1,0.45,0.49,-1,1.76,1.02
4/13/24,16:30 PDT,CLT,3,1.3,1.31,TOR,2,1.63,1.66,1,-0.32,-0.35,1,1.09,1.64
4/13/24,16:30 PDT,NYC,2,2,2.05,NER,0,0.53,0.54,2,1.47,1.51,2,2.42,0.41
4/13/24,16:30 PDT,MTL,2,1.36,1.36,CIN,1,0.91,0.91,1,0.46,0.46,1,1.73,1
4/13/24,16:30 PDT,NYRB,0,1.66,1.7,CHI,0,0.59,0.59,0,1.07,1.11,0,2.17,0.6
4/13/24,13:45 PDT,POR,2,1.29,1.29,LAFC,2,2.24,2.26,0,-0.96,-0.97,0,0.76,2.02
4/7/24,10:45 PDT,SKC,3,2.72,2.72,POR,3,1.9,1.9,0,0.82,0.82,0,1.99,0.79
4/6/24,19:30 PDT,SEA,5,3.41,3.43,MTL,0,0.54,0.54,5,2.87,2.89,5,2.87,0.08
4/6/24,17:30 PDT,MIN,1,2.29,2.38,RSL,1,1.08,1.08,0,1.21,1.3,0,2.23,0.56
4/6/24,17:30 PDT,STL,0,2.14,2.14,FCD,0,1.41,1.41,0,0.73,0.73,0,1.83,0.93
4/6/24,17:30 PDT,CHI,2,1.61,1.61,HOU,1,0.93,0.93,1,0.69,0.69,1,1.98,0.76
4/6/24,17:30 PDT,ATX,4,1.96,1.96,SJE,3,2.52,2.62,1,-0.56,-0.66,1,1.06,1.72
4/6/24,17:30 PDT,NSH,1,1.65,1.66,PHI,2,1.46,1.47,-1,0.19,0.19,-1,1.6,1.15
4/6/24,16:45 PDT,LAFC,2,3.26,3.27,LAG,1,1.28,1.4,1,1.98,1.87,1,2.57,0.33
4/6/24,16:30 PDT,CLB,1,0.58,0.58,DCU,1,1.71,1.73,0,-1.13,-1.14,0,0.56,2.24
4/6/24,16:30 PDT,NER,1,1.33,1.39,CLT,0,0.76,0.76,1,0.57,0.64,1,1.75,0.93
4/6/24,16:30 PDT,CIN,1,0.55,0.57,NYRB,2,1.41,1.44,-1,-0.86,-0.87,-1,0.53,2.21
4/6/24,16:30 PDT,VAN,4,1.87,1.87,TOR,0,1.12,1.12,4,0.74,0.74,4,1.88,0.87
4/6/24,16:30 PDT,NYC,1,2.72,2.76,ATL,1,1.68,1.68,0,1.05,1.08,0,2.03,0.77
4/6/24,16:30 PDT,MIA,2,1.03,1.03,COL,2,1.39,1.39,0,-0.36,-0.36,0,0.97,1.72
3/31/24,12:45 PDT,ATL,3,3.11,3.24,CHI,0,0.64,0.64,3,2.48,2.6,3,2.75,0.16
3/30/24,19:30 PDT,VAN,3,1.85,2.19,POR,2,0.81,0.81,1,1.04,1.39,1,2.23,0.57
3/30/24,19:30 PDT,LAG,1,0.86,0.86,SEA,0,1.25,1.25,1,-0.39,-0.39,1,1.02,1.66
3/30/24,18:30 PDT,RSL,3,1.89,1.9,STL,1,0.6,0.6,2,1.29,1.3,2,2.41,0.4
3/30/24,17:30 PDT,ATX,2,1.95,2.15,FCD,1,0.78,0.78,1,1.17,1.37,1,2.28,0.52
3/30/24,17:30 PDT,NSH,2,0.97,0.97,CLB,2,1.62,1.62,0,-0.65,-0.65,0,0.78,1.95
3/30/24,17:30 PDT,HOU,2,0.9,0.9,SJE,1,0.18,0.18,1,0.72,0.72,1,1.99,0.64
3/30/24,16:30 PDT,CLT,1,2.06,2.06,CIN,1,1.56,1.57,0,0.5,0.49,0,1.66,1.11
3/30/24,16:30 PDT,TOR,1,1.68,1.75,SKC,3,1.35,1.35,-2,0.33,0.4,-2,1.53,1.22
3/30/24,16:30 PDT,MIA,1,1.86,1.86,NYC,1,0.66,0.66,0,1.2,1.19,0,2.3,0.49
3/30/24,16:30 PDT,DCU,1,2.4,2.43,MTL,0,0.67,0.71,1,1.73,1.72,1,2.47,0.38
3/30/24,16:30 PDT,ORL,0,0.94,0.94,NYRB,1,1.4,1.4,-1,-0.46,-0.46,0,1,1.69
3/30/24,13:00 PDT,COL,3,1.37,1.37,LAFC,2,1.34,1.38,1,0.04,0,1,1.34,1.36
3/30/24,11:00 PDT,PHI,2,1.89,1.99,MIN,0,0.41,0.41,2,1.48,1.58,2,2.49,0.33
3/23/24,19:30 PDT,SJE,3,2.34,2.44,SEA,2,1.82,1.82,1,0.52,0.62,1,1.74,0.99
3/23/24,19:30 PDT,LAFC,5,3.96,4.05,NSH,0,0.47,0.47,5,3.49,3.58,5,2.93,0.05
3/23/24,19:30 PDT,POR,1,1.96,1.96,PHI,3,1.96,1.96,-2,0,0,-2,1.46,1.33
3/23/24,18:30 PDT,COL,0,0.86,0.86,HOU,1,0.48,0.48,-1,0.38,0.38,-1,1.65,0.96
3/23/24,17:30 PDT,SKC,2,2.75,2.76,LAG,3,2.33,2.36,-1,0.42,0.41,-1,1.72,1.07
3/23/24,17:30 PDT,STL,2,2.18,2.18,DCU,2,2.12,2.29,0,0.06,-0.11,0,1.39,1.35
3/23/24,16:30 PDT,CLT,2,1.77,1.77,CLB,0,0.55,0.55,2,1.22,1.22,2,2.41,0.41
3/23/24,16:30 PDT,ORL,2,2.19,2.2,ATX,0,0.16,0.16,2,2.03,2.04,2,2.82,0.1
3/23/24,16:30 PDT,VAN,1,0.97,0.97,RSL,2,1.46,1.47,-1,-0.49,-0.5,-1,0.98,1.75
3/23/24,16:30 PDT,CIN,1,1.56,1.58,NYC,0,0.52,0.52,1,1.05,1.06,1,2.24,0.53
3/23/24,16:30 PDT,TOR,2,2.12,2.16,ATL,0,0.51,0.51,2,1.61,1.64,2,2.53,0.32
3/23/24,11:00 PDT,NER,1,1.86,1.89,CHI,1,0.81,0.81,0,1.06,1.08,0,2.26,0.54
3/23/24,11:00 PDT,NYRB,4,1.39,1.39,MIA,0,0.27,0.27,4,1.12,1.12,4,2.31,0.45
3/17/24,16:15 PDT,ATL,2,0.94,0.95,ORL,0,0.57,0.57,2,0.38,0.37,2,1.67,0.97
3/17/24,11:00 PDT,NER,1,1.2,1.21,CIN,2,1.36,1.36,-1,-0.17,-0.15,-1,1.11,1.59
3/16/24,19:30 PDT,LAG,3,2.46,2.82,STL,2,2.21,2.28,1,0.24,0.54,0,1.49,1.29
